Name,Age,Gender,AreaOfLiving,ExtraCurricular,TenthMarks,TwelfthMarks,StudyHours,Attendance,PreviousCGPA,Performance
Komal,20.0,Female,Urban,No,82.0,66.0,2.2,47,6.9,Average
Shruti,17.0,Female,Urban,Yes,71.0,70.0,2.1,86,7.7,Average
Anjali,16.0,Female,Urban,No,66.0,91.0,2.0,65,6.2,Average
Prachi,20.0,Female,Rural,Yes,86.0,80.0,4.0,77,6.2,Average
Swapnil,19.0,Male,Rural,No,97.0,88.0,3.6,76,6.5,Average
Priya,20.0,Female,Urban,No,76.0,67.0,4.4,87,6.3,Average
Sahil,17.0,Male,Rural,Yes,74.0,95.0,1.9,56,6.1,Poor
Triveni,16.0,Female,Rural,Yes,97.0,75.0,2.0,67,5.9,Poor
Triveni,20.0,Female,Urban,Yes,94.0,66.0,1.5,89,5.6,Poor
Prachi,19.0,Female,Urban,No,71.0,76.0,2.9,41,6.5,Average
Mrunal,17.0,Female,Rural,No,96.0,68.0,4.4,68,7.2,Average
Pooja,18.0,Female,Urban,No,71.0,60.0,2.5,56,7.3,Average
Snehal,17.0,Female,Urban,Yes,60.0,66.0,2.4,52,5.0,Poor
Priya,18.0,Female,Urban,Yes,80.0,74.0,2.9,43,8.2,Average
Saurabh,19.0,Male,Urban,No,95.0,85.0,3.3,91,8.2,Average
Shubham,19.0,Male,Rural,No,66.0,94.0,2.9,77,7.3,Average
Prachi,16.0,Female,Rural,No,79.0,96.0,5.8,80,8.3,Good
Omkar,18.0,Male,Urban,Yes,84.0,84.0,4.1,77,7.4,Average
Rohit,18.0,Male,Urban,Yes,74.0,93.0,3.6,52,7.4,Average
Tejas,19.0,Male,Rural,Yes,86.0,70.0,3.6,40,6.7,Average
Shubham,19.0,Male,Rural,No,72.0,84.0,2.3,41,5.9,Poor
Siddhi,18.0,Female,Rural,No,75.0,88.0,4.7,52,7.0,Average
Aishwarya,18.0,Female,Rural,No,94.0,61.0,3.2,91,7.7,Average
Saurabh,17.0,Male,Urban,Yes,97.0,67.0,4.0,49,7.6,Average
Rutu,16.0,Female,Urban,No,98.0,71.0,3.5,85,5.2,Poor
Neha,16.0,Female,Urban,No,70.0,72.0,4.1,65,6.8,Average
Neha,20.0,Female,Urban,No,74.0,63.0,3.8,68,7.0,Average
Chaitanya,18.0,Male,Rural,No,68.0,88.0,4.1,68,9.9,Good
Anjali,19.0,Female,Urban,No,89.0,63.0,3.7,87,5.6,Poor
Kiran,17.0,Male,Urban,Yes,71.0,64.0,2.0,98,8.5,Average
Amol,16.0,Male,Rural,Yes,85.0,61.0,5.3,91,7.4,Average
Mayuri,16.0,Female,Rural,No,95.0,73.0,1.4,54,7.4,Poor
Neha,16.0,Female,Urban,Yes,84.0,67.0,4.2,80,6.8,Average
Amit,19.0,Male,Rural,No,73.0,74.0,2.8,56,6.4,Average
Priya,19.0,Female,Rural,No,82.0,88.0,1.8,88,5.0,Poor
Akash,20.0,Male,Rural,No,97.0,94.0,2.7,85,5.2,Poor
Swanand,16.0,Male,Urban,Yes,93.0,76.0,3.3,92,4.0,Poor
Rohit,19.0,Male,Urban,No,66.0,100.0,1.9,53,6.5,Poor
Tejas,20.0,Male,Rural,No,99.0,80.0,4.7,48,7.4,Average
Prathamesh,20.0,Male,Rural,No,68.0,78.0,2.3,78,4.0,Poor
Swapnil,16.0,Male,Rural,No,92.0,65.0,2.9,90,6.7,Average
Mrunal,19.0,Female,Urban,Yes,99.0,90.0,2.7,80,5.9,Poor
Priya,18.0,Female,Rural,Yes,71.0,92.0,2.3,69,7.1,Average
Amol,18.0,Male,Rural,No,85.0,94.0,1.8,99,6.6,Poor
Rutu,16.0,Female,Urban,No,65.0,82.0,2.3,91,7.8,Average
Snehal,16.0,Female,Urban,No,82.0,79.0,3.4,66,8.8,Average
Rutuja,19.0,Female,Rural,No,72.0,80.0,2.8,88,8.7,Average
Gaurav,16.0,Male,Urban,Yes,99.0,87.0,0.7,65,7.8,Poor
Komal,16.0,Female,Rural,No,66.0,100.0,4.0,84,5.5,Poor
Shubham,18.0,Male,Urban,No,96.0,62.0,1.8,70,4.8,Poor
Pooja,19.0,Female,Urban,No,86.0,91.0,3.5,92,6.2,Average
Prachi,17.0,Female,Urban,No,72.0,82.0,3.4,57,7.7,Average
Sayali,20.0,Female,Rural,Yes,64.0,75.0,4.0,69,5.6,Poor
Mayuri,20.0,Female,Urban,Yes,90.0,78.0,3.2,55,8.1,Average
Rohit,18.0,Male,Rural,No,85.0,67.0,4.6,63,7.8,Average
Saurabh,18.0,Male,Rural,Yes,89.0,66.0,2.7,60,8.0,Average
Prathamesh,20.0,Male,Rural,No,83.0,77.0,3.1,82,9.3,Average
Saurabh,17.0,Male,Rural,No,69.0,65.0,4.5,85,5.0,Poor
Sayali,16.0,Female,Rural,Yes,64.0,60.0,3.0,80,5.6,Poor
Tejas,17.0,Male,Rural,No,66.0,93.0,3.7,58,7.7,Average
Amit,20.0,Male,Rural,Yes,80.0,92.0,1.2,65,7.8,Poor
Shubham,19.0,Male,Rural,Yes,96.0,99.0,3.2,59,6.1,Average
Bhushan,17.0,Male,Rural,Yes,71.0,87.0,3.7,89,8.4,Average
Priya,16.0,Female,Rural,Yes,99.0,63.0,4.5,76,6.9,Average
Tejas,20.0,Male,Rural,Yes,71.0,95.0,4.6,42,4.0,Poor
Aishwarya,19.0,Female,Urban,Yes,76.0,66.0,2.7,98,9.8,Average
Sanjana,18.0,Female,Rural,Yes,75.0,96.0,4.1,93,9.4,Good
Sanket,16.0,Male,Rural,No,63.0,66.0,2.9,69,5.6,Poor
Sanjana,16.0,Female,Rural,No,66.0,87.0,1.7,58,7.1,Poor
Aishwarya,18.0,Female,Urban,No,81.0,97.0,2.5,91,6.4,Average
Anjali,20.0,Female,Urban,Yes,87.0,68.0,2.6,57,7.0,Average
Rutu,19.0,Female,Urban,No,96.0,72.0,5.1,69,7.1,Average
Sanjana,20.0,Female,Rural,No,85.0,80.0,3.8,79,7.4,Average
Tanvi,19.0,Female,Urban,Yes,82.0,79.0,2.6,59,5.5,Poor
Amol,18.0,Male,Urban,Yes,76.0,81.0,2.3,56,6.3,Average
Bhushan,16.0,Male,Rural,Yes,82.0,83.0,1.1,65,5.9,Poor
Prathamesh,16.0,Male,Rural,Yes,85.0,72.0,3.6,59,5.7,Poor
Pooja,16.0,Female,Rural,No,60.0,84.0,5.5,79,6.0,Average
Rutu,18.0,Female,Urban,Yes,62.0,90.0,3.2,82,6.9,Average
Vaibhav,16.0,Male,Urban,Yes,93.0,83.0,2.7,90,5.5,Poor
Swapnil,18.0,Male,Rural,Yes,68.0,92.0,2.2,94,7.0,Average
Neha,19.0,Female,Rural,No,70.0,78.0,0.5,78,8.0,Poor
Rutuja,19.0,Female,Rural,Yes,87.0,93.0,3.1,52,7.3,Average
Swanand,20.0,Male,Rural,Yes,67.0,87.0,5.3,93,5.3,Poor
Gaurav,20.0,Male,Rural,No,90.0,74.0,2.2,43,6.2,Average
Shruti,19.0,Female,Urban,No,92.0,68.0,0.5,68,8.9,Poor
Tejas,18.0,Male,Urban,No,94.0,73.0,3.0,98,7.3,Average
Saurabh,17.0,Male,Urban,No,93.0,75.0,4.6,52,5.9,Poor
Siddhi,16.0,Female,Rural,No,82.0,85.0,3.6,95,6.2,Average
Chaitanya,20.0,Male,Urban,No,95.0,66.0,4.7,72,7.4,Average
Neha,17.0,Female,Urban,Yes,94.0,72.0,4.6,98,9.3,Good
Siddhi,18.0,Female,Urban,Yes,98.0,99.0,2.6,95,7.7,Average
Tejas,16.0,Male,Urban,Yes,70.0,90.0,3.2,65,8.4,Average
Priya,17.0,Female,Urban,No,77.0,88.0,2.4,100,4.9,Poor
Gaurav,16.0,Male,Urban,No,73.0,78.0,1.6,93,7.0,Poor
Amol,18.0,Male,Rural,No,98.0,82.0,3.8,85,6.0,Average
Chaitanya,16.0,Male,Rural,No,97.0,67.0,2.2,65,9.8,Average
Yash,19.0,Male,Urban,No,66.0,94.0,2.6,90,9.3,Average
Amit,16.0,Male,Urban,Yes,62.0,79.0,2.4,64,4.0,Poor
Siddhi,17.0,Female,Rural,No,89.0,75.0,2.4,84,8.8,Average
Omkar,20.0,Male,Rural,Yes,86.0,92.0,2.9,59,7.4,Average
Sahil,18.0,Male,Rural,No,78.0,86.0,1.9,51,6.4,Poor
Sayali,19.0,Female,Rural,Yes,81.0,76.0,2.7,51,5.0,Poor
Bhushan,16.0,Male,Rural,Yes,69.0,69.0,3.4,100,10.0,Average
Sayali,16.0,Female,Rural,Yes,77.0,94.0,2.9,60,7.1,Average
Tanvi,17.0,Female,Rural,No,86.0,64.0,4.6,92,7.5,Average
Amit,17.0,Male,Rural,Yes,78.0,83.0,1.8,60,7.1,Poor
Rohit,16.0,Male,Rural,Yes,90.0,76.0,1.7,90,6.7,Poor
Swanand,20.0,Male,Urban,No,83.0,82.0,1.9,75,7.3,Poor
Triveni,17.0,Female,Urban,Yes,100.0,93.0,3.8,58,4.4,Poor
Shruti,20.0,Female,Urban,No,61.0,62.0,4.3,84,6.9,Average
Mrunal,16.0,Female,Rural,Yes,94.0,97.0,2.4,73,4.3,Poor
Mayuri,16.0,Female,Urban,No,81.0,92.0,1.7,72,6.8,Poor
Komal,17.0,Female,Rural,Yes,73.0,98.0,3.4,55,8.3,Average
Swapnil,17.0,Male,Rural,Yes,98.0,90.0,1.0,90,6.7,Poor
Saurabh,19.0,Male,Urban,No,90.0,99.0,2.8,72,7.0,Average
Prachi,16.0,Female,Urban,No,84.0,80.0,2.0,73,5.2,Poor
Rohit,17.0,Male,Urban,No,95.0,70.0,4.4,56,6.2,Average
Gaurav,18.0,Male,Urban,Yes,66.0,66.0,3.2,68,8.5,Average
Sayali,20.0,Female,Rural,Yes,63.0,90.0,2.6,85,6.6,Average
Sayali,16.0,Female,Urban,Yes,67.0,66.0,3.9,63,7.1,Average
Triveni,20.0,Female,Rural,No,69.0,69.0,3.0,83,7.1,Average
Neha,20.0,Female,Urban,No,93.0,60.0,4.3,89,6.1,Average
Akash,16.0,Male,Urban,Yes,64.0,67.0,3.7,40,8.2,Average
Akash,17.0,Male,Urban,No,72.0,69.0,4.9,98,6.6,Average
Pooja,17.0,Female,Rural,No,93.0,61.0,2.4,99,7.9,Average
Mayuri,20.0,Female,Rural,No,61.0,69.0,2.4,97,7.5,Average
Sanket,19.0,Male,Rural,Yes,90.0,82.0,3.0,67,8.1,Average
Sagar,18.0,Male,Urban,Yes,67.0,95.0,2.0,52,6.9,Average
Mrunal,17.0,Female,Urban,No,90.0,94.0,2.2,92,6.0,Average
Swanand,16.0,Male,Urban,No,62.0,60.0,4.8,75,4.8,Poor
Saurabh,19.0,Male,Urban,Yes,87.0,80.0,3.2,58,7.3,Average
Neha,16.0,Female,Urban,Yes,68.0,77.0,1.9,83,5.7,Poor
Prathamesh,20.0,Male,Urban,No,83.0,79.0,2.8,76,6.9,Average
Sanket,20.0,Male,Rural,No,91.0,74.0,2.7,53,6.6,Average
Amit,16.0,Male,Urban,Yes,82.0,83.0,3.2,88,5.5,Poor
Mrunal,20.0,Female,Rural,Yes,78.0,61.0,3.1,66,4.7,Poor
Priya,18.0,Female,Urban,No,65.0,77.0,3.8,90,8.7,Average
Omkar,19.0,Male,Urban,No,89.0,96.0,3.4,74,7.0,Average
Siddhi,20.0,Female,Rural,No,86.0,70.0,1.9,63,8.4,Poor
Gaurav,19.0,Male,Urban,No,97.0,86.0,3.1,58,9.0,Average
Tejas,17.0,Male,Rural,No,87.0,75.0,2.1,86,8.2,Average
Akash,17.0,Male,Urban,Yes,93.0,99.0,4.2,100,7.2,Average
Nikita,17.0,Female,Urban,No,91.0,79.0,1.4,59,8.3,Poor
Mayuri,17.0,Female,Urban,Yes,68.0,88.0,4.4,53,8.0,Good
Gaurav,18.0,Male,Urban,No,83.0,92.0,2.0,95,6.3,Average
Sanjana,16.0,Female,Urban,Yes,81.0,86.0,2.9,75,9.0,Average
Sanjana,19.0,Female,Rural,Yes,69.0,81.0,2.6,44,4.2,Poor
Akash,19.0,Male,Urban,No,74.0,86.0,3.8,44,7.9,Average
Rohit,18.0,Male,Rural,Yes,97.0,80.0,1.1,96,9.9,Poor
Manasi,16.0,Female,Rural,No,100.0,69.0,3.9,62,7.6,Average
Anjali,18.0,Female,Rural,No,99.0,71.0,5.6,61,5.9,Poor
Sayali,18.0,Female,Rural,No,100.0,99.0,4.0,83,9.0,Good
Manasi,20.0,Female,Urban,Yes,85.0,86.0,1.4,45,8.7,Poor
Saurabh,19.0,Male,Urban,Yes,88.0,87.0,4.9,77,7.6,Average
Kiran,16.0,Male,Urban,No,83.0,80.0,2.5,58,4.6,Poor
Sanket,20.0,Male,Rural,No,74.0,78.0,3.6,77,8.6,Average
Priya,20.0,Female,Rural,No,63.0,63.0,3.0,89,6.2,Average
Priya,18.0,Female,Urban,No,69.0,100.0,3.7,44,8.6,Average
Amit,19.0,Male,Rural,Yes,76.0,77.0,2.5,44,8.3,Average
Gaurav,19.0,Male,Urban,Yes,85.0,100.0,1.2,91,8.4,Poor
Neha,19.0,Female,Urban,Yes,87.0,78.0,3.4,47,7.9,Average
Sagar,17.0,Male,Urban,No,67.0,89.0,2.3,48,7.5,Average
Aishwarya,16.0,Female,Rural,Yes,99.0,70.0,3.7,77,7.5,Average
Sahil,16.0,Male,Rural,No,91.0,64.0,0.8,42,8.3,Poor
Komal,17.0,Female,Rural,Yes,67.0,92.0,1.5,76,8.8,Poor
Sahil,17.0,Male,Rural,Yes,88.0,70.0,3.4,47,7.0,Average
Rutu,16.0,Female,Rural,Yes,89.0,75.0,2.0,80,8.3,Average
Tanvi,18.0,Female,Urban,Yes,66.0,76.0,2.9,74,7.2,Average
Prachi,16.0,Female,Rural,Yes,70.0,71.0,4.0,46,7.3,Average
Sagar,16.0,Male,Urban,Yes,90.0,91.0,4.6,75,6.9,Average
Manasi,16.0,Female,Rural,No,87.0,83.0,2.3,58,8.4,Average
Prachi,19.0,Female,Rural,No,66.0,66.0,3.8,97,5.8,Poor
Sayali,17.0,Female,Rural,No,92.0,63.0,3.9,44,9.4,Average
Yash,20.0,Male,Urban,Yes,63.0,88.0,1.4,91,5.4,Poor
Kiran,19.0,Male,Rural,Yes,74.0,97.0,5.7,81,6.5,Average
Amol,18.0,Male,Urban,Yes,81.0,68.0,2.0,40,5.8,Poor
Tanvi,20.0,Female,Rural,Yes,64.0,90.0,4.0,40,7.8,Average
Mayuri,19.0,Female,Urban,No,76.0,92.0,5.0,87,8.6,Good
Sanket,18.0,Male,Urban,Yes,68.0,93.0,3.6,57,9.2,Average
Triveni,20.0,Female,Urban,No,92.0,63.0,4.6,92,4.8,Poor
Sagar,18.0,Male,Rural,No,96.0,88.0,2.9,62,8.8,Average
Aishwarya,20.0,Female,Urban,No,90.0,91.0,1.5,41,5.2,Poor
Mayuri,16.0,Female,Urban,Yes,83.0,84.0,3.4,93,6.9,Average
Sagar,18.0,Male,Rural,Yes,97.0,72.0,3.4,89,7.0,Average
Anjali,20.0,Female,Urban,No,67.0,75.0,4.2,87,5.8,Poor
Pooja,16.0,Female,Rural,No,97.0,65.0,2.7,42,4.0,Poor
Saurabh,20.0,Male,Urban,Yes,77.0,77.0,5.1,79,4.0,Poor
Triveni,18.0,Female,Urban,Yes,83.0,60.0,3.6,49,5.4,Poor
Triveni,19.0,Female,Urban,Yes,89.0,87.0,3.0,76,7.8,Average
Saurabh,20.0,Male,Rural,Yes,84.0,62.0,2.7,83,9.2,Average
Shruti,16.0,Female,Urban,No,99.0,92.0,3.5,88,7.1,Average
Anjali,17.0,Female,Rural,Yes,69.0,92.0,3.3,88,7.0,Average
Tanvi,20.0,Female,Rural,No,67.0,97.0,2.6,80,10.0,Average
Anjali,20.0,Female,Urban,No,95.0,77.0,4.1,48,5.8,Poor
Prachi,19.0,Female,Rural,No,91.0,78.0,3.0,47,8.9,Average
Mayuri,17.0,Female,Urban,Yes,73.0,62.0,2.8,82,5.8,Poor
Swanand,20.0,Male,Urban,Yes,68.0,69.0,3.2,92,7.2,Average
Mayuri,16.0,Female,Urban,No,87.0,60.0,3.9,81,7.5,Average
Komal,16.0,Female,Urban,No,70.0,93.0,2.7,68,8.3,Average
Tanvi,18.0,Female,Rural,No,77.0,63.0,4.3,58,7.4,Average
Amit,20.0,Male,Rural,No,73.0,90.0,1.6,98,7.7,Poor
Bhushan,17.0,Male,Rural,No,67.0,95.0,2.5,64,6.0,Average
Akash,16.0,Male,Rural,Yes,79.0,87.0,1.5,93,4.0,Poor
Manasi,20.0,Female,Urban,Yes,96.0,82.0,2.2,58,7.1,Average
Tejas,20.0,Male,Rural,Yes,72.0,85.0,4.3,75,6.7,Average
Tanvi,17.0,Female,Urban,Yes,61.0,100.0,2.8,96,5.8,Poor
Priya,20.0,Female,Urban,No,65.0,99.0,3.6,72,4.6,Poor
Yash,19.0,Male,Rural,No,89.0,67.0,4.0,55,6.9,Average
Rohit,17.0,Male,Rural,Yes,87.0,72.0,2.8,58,8.4,Average
Rutuja,20.0,Female,Urban,Yes,82.0,97.0,2.6,56,6.4,Average
Rutu,18.0,Female,Urban,No,86.0,89.0,4.1,58,5.0,Poor
Mrunal,20.0,Female,Rural,No,98.0,64.0,2.9,56,8.6,Average
Saurabh,16.0,Male,Urban,No,87.0,100.0,3.4,84,6.2,Average
Sayali,20.0,Female,Rural,No,84.0,97.0,1.7,42,9.7,Poor
Rohit,16.0,Male,Rural,No,88.0,82.0,0.5,66,7.6,Poor
Chaitanya,19.0,Male,Rural,Yes,92.0,85.0,5.8,78,10.0,Good
Gaurav,16.0,Male,Urban,No,74.0,94.0,3.2,47,6.3,Average
Priya,16.0,Female,Rural,Yes,98.0,71.0,5.3,80,6.2,Average
Prachi,18.0,Female,Urban,No,92.0,86.0,3.7,56,6.0,Average
Yash,19.0,Male,Urban,No,68.0,78.0,2.7,82,7.1,Average
Anjali,18.0,Female,Rural,Yes,71.0,75.0,4.7,98,5.6,Poor
Saurabh,20.0,Male,Urban,Yes,95.0,84.0,5.1,91,7.5,Average
Prathamesh,18.0,Male,Urban,Yes,75.0,89.0,3.5,82,10.0,Average
Pooja,19.0,Female,Rural,No,76.0,74.0,6.5,97,6.1,Average
Sayali,17.0,Female,Urban,Yes,66.0,85.0,3.3,59,8.1,Average
Mayuri,20.0,Female,Rural,Yes,97.0,90.0,1.2,43,5.4,Poor
Swapnil,18.0,Male,Rural,No,74.0,79.0,2.5,55,6.2,Average
Shruti,17.0,Female,Rural,No,77.0,81.0,3.2,83,6.7,Average
Rohit,19.0,Male,Rural,No,62.0,95.0,2.6,62,9.1,Average
Manasi,18.0,Female,Rural,No,87.0,69.0,3.0,56,6.0,Average
Pooja,16.0,Female,Urban,No,94.0,93.0,2.0,40,5.3,Poor
Sahil,18.0,Male,Rural,No,92.0,60.0,1.4,68,6.0,Poor
Sahil,17.0,Male,Urban,Yes,88.0,95.0,3.8,67,7.5,Average
Komal,17.0,Female,Urban,No,78.0,71.0,1.3,41,4.0,Poor
Pooja,16.0,Female,Rural,Yes,97.0,72.0,3.6,69,7.1,Average
Tejas,17.0,Male,Urban,No,87.0,91.0,2.6,76,7.7,Average
Amit,18.0,Male,Rural,No,84.0,79.0,2.3,56,5.0,Poor
Omkar,16.0,Male,Rural,Yes,77.0,98.0,3.1,74,4.9,Poor
Triveni,16.0,Female,Rural,Yes,74.0,94.0,4.3,53,5.2,Poor
Kiran,18.0,Male,Rural,No,97.0,86.0,2.9,46,8.2,Average
Omkar,17.0,Male,Urban,No,84.0,84.0,0.5,90,5.2,Poor
Neha,16.0,Female,Urban,Yes,86.0,84.0,4.9,54,7.1,Average
Chaitanya,17.0,Male,Urban,No,77.0,76.0,2.5,93,8.8,Average
Amit,17.0,Male,Rural,Yes,76.0,84.0,3.9,48,4.0,Poor
Prathamesh,18.0,Male,Rural,No,82.0,82.0,2.9,95,6.7,Average
Prathamesh,20.0,Male,Urban,Yes,90.0,91.0,2.7,57,7.3,Average
Gaurav,17.0,Male,Rural,No,95.0,70.0,5.0,68,5.5,Poor
Saurabh,16.0,Male,Urban,Yes,96.0,60.0,6.4,67,8.4,Good
Prathamesh,17.0,Male,Rural,Yes,86.0,72.0,2.6,48,8.0,Average
Omkar,17.0,Male,Urban,No,95.0,69.0,2.0,85,7.9,Average
Tanvi,20.0,Female,Rural,Yes,71.0,84.0,6.2,90,5.0,Poor
Triveni,16.0,Female,Rural,No,78.0,93.0,3.7,53,4.3,Poor
Sahil,16.0,Male,Urban,Yes,90.0,83.0,4.2,88,4.6,Poor
Sahil,18.0,Male,Rural,Yes,85.0,69.0,4.4,85,7.2,Average
Saurabh,17.0,Male,Rural,Yes,75.0,90.0,3.8,84,4.8,Poor
Bhushan,17.0,Male,Urban,No,75.0,75.0,2.6,42,8.4,Average
Akash,19.0,Male,Rural,Yes,74.0,65.0,3.5,98,4.0,Poor
Sagar,20.0,Male,Urban,No,70.0,74.0,3.9,100,6.8,Average
Amit,17.0,Male,Urban,No,74.0,61.0,3.5,94,6.4,Average
Omkar,17.0,Male,Urban,Yes,85.0,66.0,3.6,54,4.4,Poor
Triveni,16.0,Female,Urban,Yes,67.0,91.0,4.3,60,8.8,Good
Sanjana,18.0,Female,Rural,No,62.0,97.0,4.3,98,7.5,Average
Prathamesh,17.0,Male,Rural,Yes,64.0,71.0,3.0,51,6.2,Average
Anjali,16.0,Female,Rural,Yes,79.0,61.0,1.1,54,9.8,Poor
Amol,18.0,Male,Urban,No,99.0,63.0,1.8,86,8.6,Poor
Rutu,16.0,Female,Rural,Yes,63.0,77.0,2.5,98,7.6,Average
Chaitanya,20.0,Male,Urban,Yes,62.0,63.0,3.4,46,4.6,Poor
Komal,16.0,Female,Urban,Yes,76.0,88.0,0.8,87,4.9,Poor
Tanvi,16.0,Female,Urban,Yes,61.0,70.0,3.3,95,8.4,Average
Mrunal,20.0,Female,Urban,No,62.0,63.0,3.2,44,6.7,Average
Pooja,20.0,Female,Rural,No,97.0,67.0,2.8,69,7.8,Average
Sanket,20.0,Male,Urban,Yes,75.0,92.0,1.7,88,6.7,Poor
Prathamesh,19.0,Male,Urban,Yes,75.0,79.0,2.3,83,7.0,Average
Priya,19.0,Female,Rural,Yes,99.0,94.0,3.3,68,7.9,Average
Saurabh,16.0,Male,Rural,No,70.0,87.0,1.9,60,5.2,Poor
Prathamesh,16.0,Male,Urban,Yes,91.0,67.0,5.4,59,6.7,Average
Kiran,20.0,Male,Rural,No,77.0,95.0,3.4,94,8.7,Average
Bhushan,18.0,Male,Rural,No,67.0,72.0,4.5,48,5.5,Poor
Sagar,16.0,Male,Urban,Yes,89.0,65.0,3.6,44,8.0,Average
Prathamesh,16.0,Male,Urban,No,64.0,61.0,3.3,63,7.8,Average
Akash,16.0,Male,Urban,No,63.0,100.0,3.9,73,6.4,Average
Swapnil,17.0,Male,Rural,No,63.0,64.0,3.1,54,7.5,Average
Amol,18.0,Male,Rural,Yes,85.0,83.0,3.4,87,9.9,Average
Shruti,20.0,Female,Urban,Yes,70.0,87.0,3.0,89,4.9,Poor
Sahil,17.0,Male,Rural,No,77.0,66.0,2.5,78,7.0,Average
Sahil,16.0,Male,Rural,No,71.0,93.0,4.4,76,6.3,Average
Akash,19.0,Male,Urban,No,93.0,82.0,3.7,95,10.0,Average
Amit,19.0,Male,Urban,Yes,78.0,66.0,6.1,59,6.5,Average
Rutuja,19.0,Female,Urban,Yes,63.0,78.0,1.4,75,5.5,Poor
Rohit,20.0,Male,Rural,No,74.0,81.0,2.3,77,7.4,Average
Nikita,17.0,Female,Rural,Yes,85.0,83.0,1.2,68,6.6,Poor
Manasi,17.0,Female,Urban,Yes,74.0,82.0,3.6,91,5.3,Poor
Amol,16.0,Male,Urban,Yes,64.0,96.0,1.1,55,6.1,Poor
Tanvi,20.0,Female,Urban,Yes,61.0,74.0,3.1,46,9.0,Average
Mayuri,20.0,Female,Rural,Yes,86.0,79.0,3.3,65,4.9,Poor
Omkar,17.0,Male,Rural,No,70.0,100.0,4.3,87,5.9,Poor
Neha,16.0,Female,Rural,No,75.0,72.0,3.4,95,6.0,Average
Sahil,16.0,Male,Rural,Yes,87.0,74.0,3.5,98,6.6,Average
Tejas,20.0,Male,Urban,Yes,87.0,77.0,2.7,76,7.2,Average
Chaitanya,17.0,Male,Urban,No,96.0,98.0,0.5,57,6.1,Poor
Rutu,17.0,Female,Rural,No,88.0,93.0,1.0,86,6.7,Poor
Aishwarya,20.0,Female,Rural,Yes,88.0,85.0,3.6,43,7.3,Average
Sahil,16.0,Male,Urban,Yes,94.0,78.0,2.3,68,7.3,Average
Akash,19.0,Male,Rural,Yes,85.0,99.0,3.7,44,4.0,Poor
Tanvi,18.0,Female,Rural,No,63.0,75.0,4.0,94,8.2,Good
Sayali,19.0,Female,Rural,No,98.0,95.0,2.3,44,6.6,Average
Triveni,19.0,Female,Rural,Yes,75.0,75.0,3.6,96,5.5,Poor
Omkar,19.0,Male,Rural,No,73.0,96.0,0.5,56,7.9,Poor
Vaibhav,17.0,Male,Urban,No,62.0,74.0,3.6,45,10.0,Average
Akash,20.0,Male,Rural,No,62.0,73.0,1.3,89,8.6,Poor
Shruti,18.0,Female,Rural,No,66.0,76.0,2.2,100,6.9,Average
Vaibhav,18.0,Male,Rural,No,75.0,90.0,3.2,45,7.5,Average
Amit,17.0,Male,Rural,Yes,77.0,95.0,2.6,44,4.9,Poor
Sanjana,19.0,Female,Rural,Yes,71.0,69.0,4.3,96,6.0,Average
Snehal,18.0,Female,Rural,No,69.0,63.0,2.8,80,8.5,Average
Priya,20.0,Female,Rural,No,99.0,62.0,6.7,41,6.0,Average
Tanvi,18.0,Female,Rural,No,71.0,73.0,4.2,73,4.5,Poor
Nikita,18.0,Female,Urban,Yes,71.0,100.0,2.8,53,9.8,Average
Akash,19.0,Male,Rural,Yes,80.0,70.0,2.5,49,6.2,Average
Mrunal,16.0,Female,Urban,No,71.0,82.0,2.6,54,7.5,Average
Mrunal,20.0,Female,Urban,Yes,92.0,95.0,3.8,44,8.4,Average
Mrunal,18.0,Female,Urban,No,74.0,73.0,5.0,47,9.9,Good
Gaurav,16.0,Male,Rural,No,80.0,63.0,2.0,55,7.7,Average
Shruti,20.0,Female,Urban,No,71.0,85.0,2.1,68,7.0,Average
Pooja,19.0,Female,Rural,Yes,100.0,87.0,3.2,78,7.7,Average
Vaibhav,18.0,Male,Rural,No,67.0,77.0,3.4,40,6.4,Average
Mrunal,16.0,Female,Urban,Yes,79.0,94.0,3.3,76,8.0,Average
Tejas,17.0,Male,Rural,No,98.0,90.0,1.6,99,6.1,Poor
Omkar,16.0,Male,Rural,Yes,86.0,79.0,3.2,87,4.4,Poor
Rutu,19.0,Female,Urban,No,84.0,87.0,2.2,74,4.5,Poor
Shubham,17.0,Male,Urban,No,77.0,84.0,3.2,56,6.5,Average
Mrunal,18.0,Female,Urban,No,80.0,68.0,3.9,52,6.7,Average
Pooja,16.0,Female,Urban,Yes,84.0,70.0,0.5,95,6.1,Poor
Sanket,16.0,Male,Urban,Yes,67.0,98.0,5.6,83,6.8,Average
Siddhi,20.0,Female,Urban,No,63.0,86.0,3.7,65,9.0,Average
Rutuja,17.0,Female,Rural,No,90.0,88.0,0.6,96,8.2,Poor
Manasi,17.0,Female,Rural,No,67.0,83.0,3.9,63,6.3,Average
Rohit,17.0,Male,Rural,Yes,85.0,91.0,2.2,99,5.5,Poor
Gaurav,20.0,Male,Rural,Yes,77.0,66.0,4.3,90,9.0,Good
Vaibhav,20.0,Male,Urban,No,68.0,91.0,3.2,96,7.6,Average
Aishwarya,19.0,Female,Urban,No,66.0,92.0,2.0,50,6.5,Average
Sanjana,19.0,Female,Rural,No,83.0,64.0,3.6,92,5.9,Poor
