Name,Age,Gender,AreaOfLiving,ExtraCurricular,TenthMarks,TwelfthMarks,StudyHours,Attendance,PreviousCGPA,Performance
Swanand,19,Male,Rural,No,81,92,3.2,91,8.4,Average
Nikita,16,Female,Rural,Yes,73,75,2.7,42,5.2,Poor
Vaibhav,18,Male,Urban,Yes,75,72,2.8,81,7.9,Average
Komal,17,Female,Rural,No,72,93,0.8,58,7.3,Poor
Sanjana,18,Female,Urban,Yes,67,91,2.8,96,7.0,Average
Chaitanya,16,Male,Urban,No,74,96,3.4,100,8.3,Average
Gaurav,19,Male,Rural,No,87,79,4.1,91,9.1,Good
Neha,19,Female,Rural,No,95,68,1.6,61,5.4,Poor
Amol,20,Male,Rural,No,98,95,2.5,90,7.7,Average
Mrunal,18,Female,Urban,No,99,82,2.5,44,6.8,Average
Aishwarya,20,Female,Rural,No,76,82,2.5,77,7.2,Average
Priya,19,Female,Urban,No,73,66,4.1,42,9.6,Good
Chaitanya,16,Male,Urban,No,91,65,1.7,61,7.7,Poor
Swapnil,16,Male,Urban,Yes,98,97,2.5,69,8.0,Average
Yash,16,Male,Urban,No,89,90,3.0,68,7.4,Average
Komal,17,Female,Urban,No,83,91,3.7,48,4.6,Poor
Komal,20,Female,Rural,Yes,86,82,0.8,96,4.7,Poor
Yash,18,Male,Urban,Yes,71,85,1.4,72,7.0,Poor
Manasi,20,Female,Rural,Yes,79,77,3.3,68,7.2,Average
Siddhi,16,Female,Urban,No,79,74,4.6,96,7.4,Average
Swapnil,20,Male,Rural,No,93,94,4.0,66,6.9,Average
Sahil,19,Male,Rural,Yes,88,90,1.6,92,8.7,Poor
Rutu,17,Female,Rural,No,93,91,4.1,77,7.4,Average
Rohit,17,Male,Urban,Yes,65,85,1.9,92,6.3,Poor
Prachi,18,Female,Rural,Yes,67,90,2.2,99,5.3,Poor
Bhushan,17,Male,Urban,No,62,94,4.8,45,6.8,Average
Akash,20,Male,Rural,No,95,84,3.1,72,5.3,Poor
Yash,19,Male,Rural,Yes,100,99,1.7,41,7.2,Poor
Mrunal,19,Female,Rural,No,99,77,2.4,48,6.6,Average
Tejas,17,Male,Urban,No,87,68,4.4,97,6.9,Average
Amit,20,Male,Urban,No,83,99,4.0,69,5.7,Poor
Chaitanya,18,Male,Urban,No,70,82,3.0,92,7.8,Average
Swapnil,18,Male,Rural,No,85,70,4.2,93,7.9,Average
Priya,17,Female,Rural,No,95,100,4.1,55,6.1,Average
Manasi,18,Female,Urban,No,100,80,5.3,92,4.3,Poor
Chaitanya,17,Male,Rural,No,79,98,3.6,49,6.7,Average
Vaibhav,17,Male,Urban,Yes,75,94,4.3,88,8.6,Good
Amol,20,Male,Rural,Yes,80,71,2.4,40,9.5,Average
Prathamesh,18,Male,Rural,No,77,63,5.3,54,7.2,Average
Amit,18,Male,Urban,Yes,97,80,1.3,82,7.3,Poor
Rohit,17,Male,Urban,Yes,78,76,3.3,69,7.3,Average
Prathamesh,17,Male,Rural,No,70,72,3.8,48,8.9,Average
Mayuri,19,Female,Rural,Yes,100,81,4.2,76,7.2,Average
Prachi,17,Female,Rural,Yes,89,76,0.5,65,6.6,Poor
Bhushan,16,Male,Urban,No,70,70,2.3,81,7.3,Average
Prachi,17,Female,Rural,No,73,68,0.6,97,6.7,Poor
Omkar,19,Male,Urban,Yes,89,95,2.0,42,7.1,Average
Rutu,17,Female,Rural,No,86,75,5.2,92,5.3,Poor
Sayali,20,Female,Urban,No,60,88,1.9,51,9.9,Poor
Tejas,19,Male,Urban,No,86,88,3.2,87,7.0,Average
Pooja,20,Female,Rural,Yes,76,90,4.0,88,9.3,Good
Rutuja,17,Female,Urban,No,90,66,1.5,44,6.5,Poor
Tejas,17,Male,Urban,No,99,76,1.9,97,5.6,Poor
Sanjana,18,Female,Rural,Yes,78,69,1.3,54,7.0,Poor
Swanand,19,Male,Rural,No,72,99,3.4,92,9.8,Average
Gaurav,17,Male,Rural,Yes,99,62,4.7,53,4.6,Poor
Anjali,17,Female,Urban,No,60,67,3.0,60,8.7,Average
Shubham,20,Male,Rural,No,75,86,1.7,85,7.4,Poor
Amol,20,Male,Urban,Yes,79,69,3.5,90,5.0,Poor
Neha,16,Female,Urban,Yes,89,97,2.1,98,5.2,Poor
Rohit,18,Male,Rural,Yes,97,76,4.9,40,8.0,Good
Akash,18,Male,Urban,Yes,99,82,2.5,87,8.5,Average
Nikita,20,Female,Urban,Yes,64,66,1.8,42,8.1,Poor
Akash,18,Male,Urban,No,68,64,5.4,69,7.8,Average
Manasi,20,Female,Rural,Yes,81,100,3.3,43,8.4,Average
Manasi,20,Female,Urban,Yes,72,65,2.6,67,9.3,Average
Kiran,18,Male,Rural,Yes,81,93,4.9,56,6.4,Average
Priya,20,Female,Urban,No,67,72,2.9,62,7.7,Average
Sagar,17,Male,Urban,Yes,90,67,2.5,69,8.1,Average
Swapnil,20,Male,Rural,Yes,92,72,2.8,89,5.1,Poor
Komal,19,Female,Rural,Yes,64,69,4.6,64,9.4,Good
Swapnil,17,Male,Urban,Yes,96,67,3.9,73,5.8,Poor
Triveni,18,Female,Rural,Yes,67,65,3.2,50,7.1,Average
Amol,20,Male,Urban,No,60,85,2.6,92,5.1,Poor
Akash,19,Male,Urban,No,74,93,1.7,47,6.2,Poor
Gaurav,17,Male,Rural,No,62,72,2.4,76,9.1,Average
Manasi,17,Female,Rural,Yes,90,63,4.8,82,7.4,Average
Amol,19,Male,Urban,No,64,93,3.8,99,9.4,Average
Bhushan,16,Male,Urban,No,77,82,3.9,93,7.3,Average
Sahil,18,Male,Rural,No,99,61,2.5,100,4.0,Poor
Akash,20,Male,Urban,Yes,86,85,2.2,51,6.9,Average
Aishwarya,18,Female,Urban,No,67,66,1.9,58,7.7,Poor
Mrunal,20,Female,Rural,Yes,100,73,1.5,97,4.5,Poor
Prachi,17,Female,Rural,No,88,83,1.5,40,8.1,Poor
Gaurav,16,Male,Rural,Yes,76,60,3.4,71,4.0,Poor
Chaitanya,19,Male,Urban,No,67,74,0.5,96,6.9,Poor
Triveni,18,Female,Urban,Yes,100,68,2.8,51,6.3,Average
Neha,18,Female,Rural,Yes,74,68,2.3,76,8.7,Average
Saurabh,18,Male,Rural,Yes,81,84,2.9,58,7.9,Average
Rohit,17,Male,Urban,Yes,96,75,2.1,83,5.9,Poor
Rutu,20,Female,Urban,Yes,97,75,4.2,75,9.2,Good
Aishwarya,18,Female,Rural,No,71,85,2.9,41,6.3,Average
Gaurav,19,Male,Urban,No,69,94,3.6,57,5.9,Poor
Amit,16,Male,Rural,No,78,78,3.0,60,4.9,Poor
Priya,20,Female,Rural,No,64,82,2.4,63,7.8,Average
Pooja,20,Female,Rural,No,77,68,2.7,82,8.0,Average
Amol,16,Male,Urban,Yes,78,64,3.3,42,9.0,Average
Bhushan,19,Male,Rural,No,98,97,4.3,42,7.3,Average
Manasi,18,Female,Rural,No,99,95,1.1,75,8.2,Poor
Amit,16,Male,Rural,No,97,64,3.6,88,8.4,Average
Sagar,19,Male,Urban,No,72,89,3.3,100,7.6,Average
Siddhi,17,Female,Urban,Yes,65,78,2.9,67,6.8,Average
Sanjana,17,Female,Urban,Yes,96,80,3.1,86,7.2,Average
Rohit,17,Male,Urban,Yes,63,87,3.1,70,6.6,Average
Rutuja,16,Female,Urban,Yes,99,89,3.7,77,8.8,Average
Komal,19,Female,Rural,Yes,85,94,4.6,47,7.2,Average
Vaibhav,16,Male,Rural,Yes,65,75,4.2,59,7.3,Average
Sayali,19,Female,Urban,Yes,86,61,2.4,59,7.8,Average
Priya,17,Female,Urban,Yes,85,86,1.8,98,7.0,Poor
Sanjana,19,Female,Rural,Yes,87,79,3.1,64,7.0,Average
Pooja,19,Female,Urban,No,68,66,2.5,98,4.0,Poor
Mayuri,16,Female,Urban,No,63,65,3.8,62,6.8,Average
Sahil,20,Male,Urban,Yes,76,92,5.0,83,8.1,Good
Sanjana,18,Female,Rural,Yes,90,87,5.3,64,7.0,Average
Sanjana,16,Female,Rural,No,87,88,3.5,60,8.5,Average
Amit,18,Male,Rural,No,65,74,1.9,55,4.2,Poor
Kiran,18,Male,Urban,Yes,95,67,2.6,44,6.2,Average
Saurabh,18,Male,Urban,No,68,98,0.5,99,4.0,Poor
Triveni,16,Female,Urban,No,100,71,3.9,86,7.5,Average
Swapnil,19,Male,Rural,Yes,62,84,1.4,45,7.0,Poor
Amol,20,Male,Rural,Yes,81,72,1.9,53,5.4,Poor
Akash,18,Male,Urban,Yes,74,94,2.3,57,6.6,Average
Amit,18,Male,Urban,Yes,93,82,4.5,64,7.8,Average
Snehal,17,Female,Rural,No,82,97,2.6,47,9.1,Average
Bhushan,18,Male,Urban,Yes,65,62,4.3,97,8.4,Good
Bhushan,17,Male,Urban,Yes,68,91,5.2,89,6.6,Average
Manasi,16,Female,Urban,Yes,64,74,2.9,72,4.0,Poor
Tanvi,16,Female,Urban,No,81,87,4.6,76,10.0,Good
Gaurav,19,Male,Urban,No,64,71,1.1,48,6.7,Poor
Mayuri,16,Female,Rural,No,69,62,3.4,92,10.0,Average
Kiran,20,Male,Urban,Yes,62,77,3.3,72,4.0,Poor
Sahil,20,Male,Rural,No,84,66,2.5,81,7.4,Average
Yash,16,Male,Urban,Yes,84,98,3.3,79,7.7,Average
Swanand,20,Male,Rural,No,83,73,3.1,84,5.0,Poor
Pooja,18,Female,Rural,No,87,92,4.9,61,4.8,Poor
Siddhi,17,Female,Urban,Yes,81,80,3.0,95,6.7,Average
Vaibhav,19,Male,Urban,Yes,83,81,2.8,97,5.9,Poor
Priya,17,Female,Rural,No,71,74,2.3,56,7.7,Average
Chaitanya,19,Male,Urban,No,64,62,2.1,73,8.0,Average
Kiran,16,Male,Urban,No,96,94,4.5,53,4.0,Poor
Manasi,19,Female,Urban,Yes,92,97,3.6,41,7.7,Average
Neha,19,Female,Urban,No,63,100,2.7,92,8.2,Average
Mrunal,18,Female,Urban,Yes,88,71,4.5,87,7.7,Average
Chaitanya,18,Male,Rural,No,80,66,1.7,58,6.0,Poor
Rohit,20,Male,Urban,Yes,62,94,2.4,57,7.2,Average
Swapnil,19,Male,Rural,Yes,64,65,2.8,72,7.7,Average
Amit,20,Male,Rural,No,74,66,5.7,72,7.7,Average
Sanket,16,Male,Rural,Yes,75,84,1.7,53,7.6,Poor
Nikita,19,Female,Rural,Yes,69,71,3.1,75,7.5,Average
Akash,18,Male,Urban,Yes,98,66,2.9,80,4.2,Poor
Rohit,16,Male,Rural,Yes,63,66,1.1,73,8.2,Poor
Tejas,19,Male,Urban,Yes,82,72,1.5,81,8.4,Poor
Priya,20,Female,Rural,Yes,80,78,1.5,71,6.1,Poor
Prathamesh,16,Male,Urban,No,79,67,3.1,69,8.9,Average
Chaitanya,20,Male,Rural,Yes,66,64,2.2,65,8.3,Average
Swapnil,16,Male,Rural,Yes,60,80,2.8,51,5.8,Poor
Shubham,16,Male,Urban,Yes,86,67,1.9,47,8.8,Poor
Komal,17,Female,Urban,Yes,96,82,3.6,93,5.6,Poor
Tanvi,16,Female,Urban,Yes,75,89,0.5,53,7.9,Poor
Amit,18,Male,Rural,No,83,78,4.1,92,8.9,Good
Prachi,20,Female,Urban,No,61,75,1.8,67,6.7,Poor
Snehal,20,Female,Urban,No,87,60,1.4,43,6.6,Poor
Sahil,17,Male,Rural,No,82,89,2.1,88,7.3,Average
Tanvi,19,Female,Rural,No,69,67,3.7,44,7.1,Average
Snehal,18,Female,Urban,Yes,87,80,3.0,100,7.9,Average
Mrunal,17,Female,Rural,Yes,69,84,3.1,82,6.9,Average
Amit,17,Male,Urban,Yes,84,60,2.0,47,6.5,Average
Mayuri,17,Female,Rural,Yes,62,73,3.5,57,7.1,Average
Shubham,19,Male,Urban,Yes,92,99,3.3,75,5.0,Poor
Chaitanya,16,Male,Urban,Yes,80,98,2.1,60,7.3,Average
Swapnil,20,Male,Rural,Yes,88,61,3.9,84,8.5,Average
Shubham,18,Male,Rural,Yes,60,61,2.5,74,5.1,Poor
Amol,18,Male,Rural,No,97,74,2.8,92,9.5,Average
Swanand,18,Male,Rural,No,77,99,2.4,70,5.7,Poor
Nikita,16,Female,Rural,No,60,81,2.2,79,6.4,Average
Sayali,16,Female,Urban,No,91,67,1.8,66,6.3,Poor
Aishwarya,17,Female,Urban,Yes,86,84,4.9,85,5.6,Poor
Rutu,20,Female,Urban,Yes,70,76,3.0,60,7.7,Average
Akash,17,Male,Rural,No,67,96,1.8,98,8.7,Poor
Triveni,19,Female,Rural,No,71,87,3.1,56,6.7,Average
Shubham,19,Male,Urban,No,60,84,4.2,55,5.6,Poor
Sahil,19,Male,Urban,Yes,92,63,3.2,68,5.1,Poor
Omkar,20,Male,Urban,No,70,92,2.8,60,5.3,Poor
Shruti,16,Female,Urban,Yes,78,69,3.4,96,6.7,Average
Omkar,20,Male,Rural,No,78,86,2.0,95,7.1,Average
Swapnil,17,Male,Urban,Yes,99,76,0.5,59,6.4,Poor
Rohit,20,Male,Urban,No,71,69,2.4,53,7.5,Average
Mrunal,18,Female,Urban,No,95,92,2.3,84,7.5,Average
Saurabh,16,Male,Rural,Yes,91,90,2.4,57,9.3,Average
Rutu,19,Female,Urban,No,63,100,3.6,96,4.2,Poor
Sanjana,17,Female,Urban,Yes,79,96,3.9,65,6.8,Average
Mayuri,19,Female,Rural,Yes,84,76,2.0,46,9.9,Average
Amit,19,Male,Urban,Yes,93,89,3.3,51,10.0,Average
Amit,18,Male,Rural,No,79,80,2.3,99,5.6,Poor
Saurabh,16,Male,Urban,No,75,64,4.7,48,7.6,Average
Komal,18,Female,Rural,Yes,75,100,3.7,99,8.3,Average
Akash,20,Male,Urban,Yes,83,85,3.9,99,6.0,Average
Triveni,19,Female,Urban,Yes,89,81,2.5,41,8.8,Average
Triveni,18,Female,Rural,Yes,89,73,1.9,70,7.6,Poor
Rohit,17,Male,Rural,No,81,73,2.4,44,7.7,Average
Neha,16,Female,Urban,No,96,88,3.0,52,4.5,Poor
Amit,18,Male,Rural,No,71,72,0.9,87,4.8,Poor
Komal,20,Female,Urban,No,82,66,2.2,47,6.9,Average
Shruti,17,Female,Urban,Yes,71,70,2.1,86,7.7,Average
Anjali,16,Female,Urban,No,66,91,2.0,65,6.2,Average
Prachi,20,Female,Rural,Yes,86,80,4.0,77,6.2,Average
Swapnil,19,Male,Rural,No,97,88,3.6,76,6.5,Average
Priya,20,Female,Urban,No,76,67,4.4,87,6.3,Average
Sahil,17,Male,Rural,Yes,74,95,1.9,56,6.1,Poor
Triveni,16,Female,Rural,Yes,97,75,2.0,67,5.9,Poor
Triveni,20,Female,Urban,Yes,94,66,1.5,89,5.6,Poor
Prachi,19,Female,Urban,No,71,76,2.9,41,6.5,Average
Mrunal,17,Female,Rural,No,96,68,4.4,68,7.2,Average
Pooja,18,Female,Urban,No,71,60,2.5,56,7.3,Average
Snehal,17,Female,Urban,Yes,60,66,2.4,52,5.0,Poor
Priya,18,Female,Urban,Yes,80,74,2.9,43,8.2,Average
Saurabh,19,Male,Urban,No,95,85,3.3,91,8.2,Average
Shubham,19,Male,Rural,No,66,94,2.9,77,7.3,Average
Prachi,16,Female,Rural,No,79,96,5.8,80,8.3,Good
Omkar,18,Male,Urban,Yes,84,84,4.1,77,7.4,Average
Rohit,18,Male,Urban,Yes,74,93,3.6,52,7.4,Average
Tejas,19,Male,Rural,Yes,86,70,3.6,40,6.7,Average
Shubham,19,Male,Rural,No,72,84,2.3,41,5.9,Poor
Siddhi,18,Female,Rural,No,75,88,4.7,52,7.0,Average
Aishwarya,18,Female,Rural,No,94,61,3.2,91,7.7,Average
Saurabh,17,Male,Urban,Yes,97,67,4.0,49,7.6,Average
Rutu,16,Female,Urban,No,98,71,3.5,85,5.2,Poor
Neha,16,Female,Urban,No,70,72,4.1,65,6.8,Average
Neha,20,Female,Urban,No,74,63,3.8,68,7.0,Average
Chaitanya,18,Male,Rural,No,68,88,4.1,68,9.9,Good
Anjali,19,Female,Urban,No,89,63,3.7,87,5.6,Poor
Kiran,17,Male,Urban,Yes,71,64,2.0,98,8.5,Average
Amol,16,Male,Rural,Yes,85,61,5.3,91,7.4,Average
Mayuri,16,Female,Rural,No,95,73,1.4,54,7.4,Poor
Neha,16,Female,Urban,Yes,84,67,4.2,80,6.8,Average
Amit,19,Male,Rural,No,73,74,2.8,56,6.4,Average
Priya,19,Female,Rural,No,82,88,1.8,88,5.0,Poor
Akash,20,Male,Rural,No,97,94,2.7,85,5.2,Poor
Swanand,16,Male,Urban,Yes,93,76,3.3,92,4.0,Poor
Rohit,19,Male,Urban,No,66,100,1.9,53,6.5,Poor
Tejas,20,Male,Rural,No,99,80,4.7,48,7.4,Average
Prathamesh,20,Male,Rural,No,68,78,2.3,78,4.0,Poor
Swapnil,16,Male,Rural,No,92,65,2.9,90,6.7,Average
Mrunal,19,Female,Urban,Yes,99,90,2.7,80,5.9,Poor
Priya,18,Female,Rural,Yes,71,92,2.3,69,7.1,Average
Amol,18,Male,Rural,No,85,94,1.8,99,6.6,Poor
Rutu,16,Female,Urban,No,65,82,2.3,91,7.8,Average
Snehal,16,Female,Urban,No,82,79,3.4,66,8.8,Average
Rutuja,19,Female,Rural,No,72,80,2.8,88,8.7,Average
Gaurav,16,Male,Urban,Yes,99,87,0.7,65,7.8,Poor
Komal,16,Female,Rural,No,66,100,4.0,84,5.5,Poor
Shubham,18,Male,Urban,No,96,62,1.8,70,4.8,Poor
Pooja,19,Female,Urban,No,86,91,3.5,92,6.2,Average
Prachi,17,Female,Urban,No,72,82,3.4,57,7.7,Average
Sayali,20,Female,Rural,Yes,64,75,4.0,69,5.6,Poor
Mayuri,20,Female,Urban,Yes,90,78,3.2,55,8.1,Average
Rohit,18,Male,Rural,No,85,67,4.6,63,7.8,Average
Saurabh,18,Male,Rural,Yes,89,66,2.7,60,8.0,Average
Prathamesh,20,Male,Rural,No,83,77,3.1,82,9.3,Average
Saurabh,17,Male,Rural,No,69,65,4.5,85,5.0,Poor
Sayali,16,Female,Rural,Yes,64,60,3.0,80,5.6,Poor
Tejas,17,Male,Rural,No,66,93,3.7,58,7.7,Average
Amit,20,Male,Rural,Yes,80,92,1.2,65,7.8,Poor
Shubham,19,Male,Rural,Yes,96,99,3.2,59,6.1,Average
Bhushan,17,Male,Rural,Yes,71,87,3.7,89,8.4,Average
Priya,16,Female,Rural,Yes,99,63,4.5,76,6.9,Average
Tejas,20,Male,Rural,Yes,71,95,4.6,42,4.0,Poor
Aishwarya,19,Female,Urban,Yes,76,66,2.7,98,9.8,Average
Sanjana,18,Female,Rural,Yes,75,96,4.1,93,9.4,Good
Sanket,16,Male,Rural,No,63,66,2.9,69,5.6,Poor
Sanjana,16,Female,Rural,No,66,87,1.7,58,7.1,Poor
Aishwarya,18,Female,Urban,No,81,97,2.5,91,6.4,Average
Anjali,20,Female,Urban,Yes,87,68,2.6,57,7.0,Average
Rutu,19,Female,Urban,No,96,72,5.1,69,7.1,Average
Sanjana,20,Female,Rural,No,85,80,3.8,79,7.4,Average
Tanvi,19,Female,Urban,Yes,82,79,2.6,59,5.5,Poor
Amol,18,Male,Urban,Yes,76,81,2.3,56,6.3,Average
Bhushan,16,Male,Rural,Yes,82,83,1.1,65,5.9,Poor
Prathamesh,16,Male,Rural,Yes,85,72,3.6,59,5.7,Poor
Pooja,16,Female,Rural,No,60,84,5.5,79,6.0,Average
Rutu,18,Female,Urban,Yes,62,90,3.2,82,6.9,Average
Vaibhav,16,Male,Urban,Yes,93,83,2.7,90,5.5,Poor
Swapnil,18,Male,Rural,Yes,68,92,2.2,94,7.0,Average
Neha,19,Female,Rural,No,70,78,0.5,78,8.0,Poor
Rutuja,19,Female,Rural,Yes,87,93,3.1,52,7.3,Average
Swanand,20,Male,Rural,Yes,67,87,5.3,93,5.3,Poor
Gaurav,20,Male,Rural,No,90,74,2.2,43,6.2,Average
Shruti,19,Female,Urban,No,92,68,0.5,68,8.9,Poor
Tejas,18,Male,Urban,No,94,73,3.0,98,7.3,Average
Saurabh,17,Male,Urban,No,93,75,4.6,52,5.9,Poor
Siddhi,16,Female,Rural,No,82,85,3.6,95,6.2,Average
Chaitanya,20,Male,Urban,No,95,66,4.7,72,7.4,Average
Neha,17,Female,Urban,Yes,94,72,4.6,98,9.3,Good
Siddhi,18,Female,Urban,Yes,98,99,2.6,95,7.7,Average
Tejas,16,Male,Urban,Yes,70,90,3.2,65,8.4,Average
Priya,17,Female,Urban,No,77,88,2.4,100,4.9,Poor
Gaurav,16,Male,Urban,No,73,78,1.6,93,7.0,Poor
Amol,18,Male,Rural,No,98,82,3.8,85,6.0,Average
Chaitanya,16,Male,Rural,No,97,67,2.2,65,9.8,Average
Yash,19,Male,Urban,No,66,94,2.6,90,9.3,Average
Amit,16,Male,Urban,Yes,62,79,2.4,64,4.0,Poor
Siddhi,17,Female,Rural,No,89,75,2.4,84,8.8,Average
Omkar,20,Male,Rural,Yes,86,92,2.9,59,7.4,Average
Sahil,18,Male,Rural,No,78,86,1.9,51,6.4,Poor
Sayali,19,Female,Rural,Yes,81,76,2.7,51,5.0,Poor
Bhushan,16,Male,Rural,Yes,69,69,3.4,100,10.0,Average
Sayali,16,Female,Rural,Yes,77,94,2.9,60,7.1,Average
Tanvi,17,Female,Rural,No,86,64,4.6,92,7.5,Average
Amit,17,Male,Rural,Yes,78,83,1.8,60,7.1,Poor
Rohit,16,Male,Rural,Yes,90,76,1.7,90,6.7,Poor
Swanand,20,Male,Urban,No,83,82,1.9,75,7.3,Poor
Triveni,17,Female,Urban,Yes,100,93,3.8,58,4.4,Poor
Shruti,20,Female,Urban,No,61,62,4.3,84,6.9,Average
Mrunal,16,Female,Rural,Yes,94,97,2.4,73,4.3,Poor
Mayuri,16,Female,Urban,No,81,92,1.7,72,6.8,Poor
Komal,17,Female,Rural,Yes,73,98,3.4,55,8.3,Average
Swapnil,17,Male,Rural,Yes,98,90,1.0,90,6.7,Poor
Saurabh,19,Male,Urban,No,90,99,2.8,72,7.0,Average
Prachi,16,Female,Urban,No,84,80,2.0,73,5.2,Poor
Rohit,17,Male,Urban,No,95,70,4.4,56,6.2,Average
Gaurav,18,Male,Urban,Yes,66,66,3.2,68,8.5,Average
Sayali,20,Female,Rural,Yes,63,90,2.6,85,6.6,Average
Sayali,16,Female,Urban,Yes,67,66,3.9,63,7.1,Average
Triveni,20,Female,Rural,No,69,69,3.0,83,7.1,Average
Neha,20,Female,Urban,No,93,60,4.3,89,6.1,Average
Akash,16,Male,Urban,Yes,64,67,3.7,40,8.2,Average
Akash,17,Male,Urban,No,72,69,4.9,98,6.6,Average
Pooja,17,Female,Rural,No,93,61,2.4,99,7.9,Average
Mayuri,20,Female,Rural,No,61,69,2.4,97,7.5,Average
Sanket,19,Male,Rural,Yes,90,82,3.0,67,8.1,Average
Sagar,18,Male,Urban,Yes,67,95,2.0,52,6.9,Average
Mrunal,17,Female,Urban,No,90,94,2.2,92,6.0,Average
Swanand,16,Male,Urban,No,62,60,4.8,75,4.8,Poor
Saurabh,19,Male,Urban,Yes,87,80,3.2,58,7.3,Average
Neha,16,Female,Urban,Yes,68,77,1.9,83,5.7,Poor
Prathamesh,20,Male,Urban,No,83,79,2.8,76,6.9,Average
Sanket,20,Male,Rural,No,91,74,2.7,53,6.6,Average
Amit,16,Male,Urban,Yes,82,83,3.2,88,5.5,Poor
Mrunal,20,Female,Rural,Yes,78,61,3.1,66,4.7,Poor
Priya,18,Female,Urban,No,65,77,3.8,90,8.7,Average
Omkar,19,Male,Urban,No,89,96,3.4,74,7.0,Average
Siddhi,20,Female,Rural,No,86,70,1.9,63,8.4,Poor
Gaurav,19,Male,Urban,No,97,86,3.1,58,9.0,Average
Tejas,17,Male,Rural,No,87,75,2.1,86,8.2,Average
Akash,17,Male,Urban,Yes,93,99,4.2,100,7.2,Average
Nikita,17,Female,Urban,No,91,79,1.4,59,8.3,Poor
Mayuri,17,Female,Urban,Yes,68,88,4.4,53,8.0,Good
Gaurav,18,Male,Urban,No,83,92,2.0,95,6.3,Average
Sanjana,16,Female,Urban,Yes,81,86,2.9,75,9.0,Average
Sanjana,19,Female,Rural,Yes,69,81,2.6,44,4.2,Poor
Akash,19,Male,Urban,No,74,86,3.8,44,7.9,Average
Rohit,18,Male,Rural,Yes,97,80,1.1,96,9.9,Poor
Manasi,16,Female,Rural,No,100,69,3.9,62,7.6,Average
Anjali,18,Female,Rural,No,99,71,5.6,61,5.9,Poor
Sayali,18,Female,Rural,No,100,99,4.0,83,9.0,Good
Manasi,20,Female,Urban,Yes,85,86,1.4,45,8.7,Poor
Saurabh,19,Male,Urban,Yes,88,87,4.9,77,7.6,Average
Kiran,16,Male,Urban,No,83,80,2.5,58,4.6,Poor
Sanket,20,Male,Rural,No,74,78,3.6,77,8.6,Average
Priya,20,Female,Rural,No,63,63,3.0,89,6.2,Average
Priya,18,Female,Urban,No,69,100,3.7,44,8.6,Average
Amit,19,Male,Rural,Yes,76,77,2.5,44,8.3,Average
Gaurav,19,Male,Urban,Yes,85,100,1.2,91,8.4,Poor
Neha,19,Female,Urban,Yes,87,78,3.4,47,7.9,Average
Sagar,17,Male,Urban,No,67,89,2.3,48,7.5,Average
Aishwarya,16,Female,Rural,Yes,99,70,3.7,77,7.5,Average
Sahil,16,Male,Rural,No,91,64,0.8,42,8.3,Poor
Komal,17,Female,Rural,Yes,67,92,1.5,76,8.8,Poor
Sahil,17,Male,Rural,Yes,88,70,3.4,47,7.0,Average
Rutu,16,Female,Rural,Yes,89,75,2.0,80,8.3,Average
Tanvi,18,Female,Urban,Yes,66,76,2.9,74,7.2,Average
Prachi,16,Female,Rural,Yes,70,71,4.0,46,7.3,Average
Sagar,16,Male,Urban,Yes,90,91,4.6,75,6.9,Average
Manasi,16,Female,Rural,No,87,83,2.3,58,8.4,Average
Prachi,19,Female,Rural,No,66,66,3.8,97,5.8,Poor
Sayali,17,Female,Rural,No,92,63,3.9,44,9.4,Average
Yash,20,Male,Urban,Yes,63,88,1.4,91,5.4,Poor
Kiran,19,Male,Rural,Yes,74,97,5.7,81,6.5,Average
Amol,18,Male,Urban,Yes,81,68,2.0,40,5.8,Poor
Tanvi,20,Female,Rural,Yes,64,90,4.0,40,7.8,Average
Mayuri,19,Female,Urban,No,76,92,5.0,87,8.6,Good
Sanket,18,Male,Urban,Yes,68,93,3.6,57,9.2,Average
Triveni,20,Female,Urban,No,92,63,4.6,92,4.8,Poor
Sagar,18,Male,Rural,No,96,88,2.9,62,8.8,Average
Aishwarya,20,Female,Urban,No,90,91,1.5,41,5.2,Poor
Mayuri,16,Female,Urban,Yes,83,84,3.4,93,6.9,Average
Sagar,18,Male,Rural,Yes,97,72,3.4,89,7.0,Average
Anjali,20,Female,Urban,No,67,75,4.2,87,5.8,Poor
Pooja,16,Female,Rural,No,97,65,2.7,42,4.0,Poor
Saurabh,20,Male,Urban,Yes,77,77,5.1,79,4.0,Poor
Triveni,18,Female,Urban,Yes,83,60,3.6,49,5.4,Poor
Triveni,19,Female,Urban,Yes,89,87,3.0,76,7.8,Average
Saurabh,20,Male,Rural,Yes,84,62,2.7,83,9.2,Average
Shruti,16,Female,Urban,No,99,92,3.5,88,7.1,Average
Anjali,17,Female,Rural,Yes,69,92,3.3,88,7.0,Average
Tanvi,20,Female,Rural,No,67,97,2.6,80,10.0,Average
Anjali,20,Female,Urban,No,95,77,4.1,48,5.8,Poor
Prachi,19,Female,Rural,No,91,78,3.0,47,8.9,Average
Mayuri,17,Female,Urban,Yes,73,62,2.8,82,5.8,Poor
Swanand,20,Male,Urban,Yes,68,69,3.2,92,7.2,Average
Mayuri,16,Female,Urban,No,87,60,3.9,81,7.5,Average
Komal,16,Female,Urban,No,70,93,2.7,68,8.3,Average
Tanvi,18,Female,Rural,No,77,63,4.3,58,7.4,Average
